SPY,Selloff on pause as futures post gains,"Tue, May 14, 5:31 AM"
IIJI,Internet Initiative Japan reports FY results,"Tue, May 14, 5:24 AM"
EVOTF,Evotec SE reports Q1 results,"Tue, May 14, 5:21 AM"
CMCL,Caledonia Mining reports Q1 results,"Tue, May 14, 5:19 AM"
PBEGF,Touchstone Exploration reports Q1 results,"Tue, May 14, 5:16 AM"
RNECY,Renesas Electronics Corporation reports Q1 results,"Tue, May 14, 5:14 AM"
OPPXF,Opus Group AB (publ) reports Q1 results,"Tue, May 14, 5:12 AM"
ECIA,Encision reports Q4 results,"Tue, May 14, 5:07 AM"
GVCXF,GVIC Communications reports Q1 results,"Tue, May 14, 5:05 AM"
GGBBF,LXRandCo reports Q1 results,"Tue, May 14, 5:05 AM"
PVBK,Pacific Valley Bank&nbsp; reports Q1 results,"Tue, May 14, 5:03 AM"
ALLT,"Allot Communications beats by $0.01,  revenue in-line","Tue, May 14, 5:02 AM"
CVS,Final hearings on CVS-Aetna merger?,"Tue, May 14, 5:02 AM"
BEST,"BEST EPS in-line, beats on revenue","Tue, May 14, 5:01 AM"
ACSSF,Acasta Enterprises reports Q1 results,"Tue, May 14, 5:00 AM"
GLMFF,Glacier Media reports Q1 results,"Tue, May 14, 4:59 AM"
SAYFF,3 Sixty Risk Solutions reports Q1 results,"Tue, May 14, 4:58 AM"
LIFZF,Labrador Iron Ore Royalty reports Q1 results,"Tue, May 14, 4:50 AM"
CEPU,Central Puerto reports Q1 results,"Tue, May 14, 4:49 AM"
FB,"Facebook roundup: Wages, spyware, breakup","Tue, May 14, 4:47 AM"
SA,Seabridge Gold reports Q1 results,"Tue, May 14, 4:47 AM"
HUD,"Hudson beats by $0.02, beats on revenue","Tue, May 14, 4:44 AM"
SWYDF,Stornoway Diamond misses by $0.04,"Tue, May 14, 4:41 AM"
CRESY,Cresud reports 9M results,"Tue, May 14, 4:39 AM"
TKPHF,Takeda Pharmaceutical reports FY results,"Tue, May 14, 4:36 AM"
TWTR,Twitter bug shared some iOS user location data,"Tue, May 14, 4:28 AM"
VWAGY,Volkswagen details truck listing plans,"Tue, May 14, 4:05 AM"
BTC-USD,Bitcoin price surges above $8K,"Tue, May 14, 3:56 AM"
VOD,Vodafone slashes dividend to bolster balance sheet,"Tue, May 14, 3:37 AM"
WMT,One-day shipping latest retail salvo,"Tue, May 14, 3:16 AM"
KSA,"MSCI adds Saudi Arabia, Argentina weighting to emerging markets index","Tue, May 14, 2:49 AM"
BAYRY,Bayer to pay $2B in latest Roundup case,"Tue, May 14, 2:39 AM"
,Tuesday's economic calendar,"Tue, May 14, 12:00 AM"
LEGH,"Legacy Housing beats by $0.07, misses on revenue","Mon, May 13, 10:42 PM"
BILI,"Bilibili beats by $0.09, beats on revenue","Mon, May 13, 10:40 PM"
PMULF,Pure Multi-Family REIT reports Q1 results,"Mon, May 13, 10:36 PM"
TUES,"Tuesday Morning +5.9% as CEO buys $330,000 in shares","Mon, May 13, 6:57 PM"
,Dine Brands Global declares $0.69 dividend,"Mon, May 13, 6:14 PM"
RMBL,RumbleON beats on revenue,"Mon, May 13, 6:11 PM"
TRSWF,TransAlta Renewables reports Q1 results,"Mon, May 13, 6:11 PM"
SPRWF,"Supreme Cannabis misses by C$0.01, misses on revenue","Mon, May 13, 6:10 PM"
NTN,NTN Buzztime dips as hardware drop crimps revenues,"Mon, May 13, 6:09 PM"
CMTOY,Cementos Argos reports Q1 results,"Mon, May 13, 6:03 PM"
ATVI,"Overwatch League, Upper Deck enter trading card/collectibles deal","Mon, May 13, 6:01 PM"
,On the hour,"Mon, May 13, 6:00 PM"
FENG,Phoenix New Media dips as losses widen,"Mon, May 13, 5:56 PM"
LBGO,Liberty Gold reports Q1 results,"Mon, May 13, 5:56 PM"
HOLI,"HollySys Automation beats by $0.07, misses on revenue","Mon, May 13, 5:56 PM"
FQVLF,First Quantum hints potential restart of Ravensthorpe mine,"Mon, May 13, 5:42 PM"
,After Hours Gainers / Losers,"Mon, May 13, 5:38 PM"
A,Agilent Q2 2019 Earnings Preview,"Mon, May 13, 5:35 PM"
,Notable earnings after Tuesday’s close,"Mon, May 13, 5:35 PM"
FSM,Fortuna Silver Mines Q1 2019 Earnings Preview,"Mon, May 13, 5:35 PM"
TCS,The Container Store Q4 2019 Earnings Preview,"Mon, May 13, 5:35 PM"
NEWR,New Relic Q4 2019 Earnings Preview,"Mon, May 13, 5:35 PM"
PAGS,PagSeguro Q1 2019 Earnings Preview,"Mon, May 13, 5:35 PM"
DOX,Amdocs Q2 2019 Earnings Preview,"Mon, May 13, 5:35 PM"
EGHT,8X8 Q4 2019 Earnings Preview,"Mon, May 13, 5:35 PM"
TLRY,Tilray Q1 2019 Earnings Preview,"Mon, May 13, 5:35 PM"
,"Sprint, T-Mobile eye concessions to save merger effort - Bloomberg","Mon, May 13, 5:34 PM"
BEST,BEST Q1 2019 Earnings Preview,"Mon, May 13, 5:30 PM"
RL,Ralph Lauren Q4 2019 Earnings Preview,"Mon, May 13, 5:30 PM"
CYBR,CyberArk Q1 2019 Earnings Preview,"Mon, May 13, 5:30 PM"
,Notable earnings before Tuesday’s open,"Mon, May 13, 5:30 PM"
ATOS,Atossa Genetics reports Q1 results,"Mon, May 13, 5:28 PM"
ASTC,Astrotech reports Q3 results,"Mon, May 13, 5:25 PM"
AVNW,Aviat Networks revenues drop amid part shortage,"Mon, May 13, 5:23 PM"
SPRT,Support.com reports Q1 results,"Mon, May 13, 5:23 PM"
PKIUF,Parkland Fuel declares CAD 0.0995 dividend,"Mon, May 13, 5:11 PM"
,Steris declares $0.34 dividend,"Mon, May 13, 5:10 PM"
CDDRF,Corridor Resources reports Q1 results,"Mon, May 13, 5:09 PM"
SIRZF,"SIR Royalty Income Fund beats by $0.04,  partnership income in-line","Mon, May 13, 5:08 PM"
SMTS,"Sierra Metals misses by $0.05, misses on revenue","Mon, May 13, 5:08 PM"
BADFF,"Badger Daylighting EPS in-line, beats on revenue","Mon, May 13, 5:07 PM"
NAOV,NanoVibronix files for $15M mixed shelf,"Mon, May 13, 5:06 PM"
PDM,Piedmont Office signs WeWork for Orlando space,"Mon, May 13, 5:04 PM"
BYLTF,Baylin Technologies reports Q1 results,"Mon, May 13, 5:04 PM"
PLM,PolyMet Mining misses by $0.01,"Mon, May 13, 5:04 PM"
STE,Steris FQ4 earnings up 48%,"Mon, May 13, 5:03 PM"
FENG,"Phoenix New Media misses by $0.06, beats on revenue","Mon, May 13, 5:01 PM"
,On the hour,"Mon, May 13, 5:00 PM"
AB,"AllianceBernstein April AUM +2.3% M/M on market action, net inflows","Mon, May 13, 4:59 PM"
IIIV,"I3 Verticals +5% on beats, credit facility","Mon, May 13, 4:55 PM"
LM,Legg Mason Q4 operating revenue falls Q/Q on two fewer days,"Mon, May 13, 4:52 PM"
DMAC,DiaMedica Therapeutics misses by $0.06,"Mon, May 13, 4:50 PM"
REGN,FDA OKs Regeneron's Eylea for diabetic retinopathy,"Mon, May 13, 4:49 PM"
SYCRF,Syncora Holdings reports Q1 results,"Mon, May 13, 4:47 PM"
TME,Social entertainment leads Tencent Music to Q1 beat,"Mon, May 13, 4:45 PM"
,RE/MAX ends Redfin partnership,"Mon, May 13, 4:45 PM"
WHLM,Wilhelmina reports Q1 results,"Mon, May 13, 4:42 PM"
ABCP,AmBase reports Q1 results,"Mon, May 13, 4:42 PM"
DPDW,Deep Down reports Q1 results,"Mon, May 13, 4:42 PM"
CAPR,Data readout from mid-stage study of Capricor's CAP-1002 expected next quarter; shares up 5% after hours,"Mon, May 13, 4:42 PM"
ASFI,Asta Funding reports Q2 results,"Mon, May 13, 4:40 PM"
QTS.PA,"QTS Realty Trust, Inc. 7.12% CUM PFD A declares $0.4453125 dividend","Mon, May 13, 4:40 PM"
GURE,Gulf Resources reports Q1 results,"Mon, May 13, 4:40 PM"
IIIV,"i3 Verticals beats by $0.01, beats on revenue","Mon, May 13, 4:39 PM"
FGB,First Trust Specialty Finance&Financial Opportunities Fund declares $0.175 dividend,"Mon, May 13, 4:38 PM"
,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund declares $0.25 dividend,"Mon, May 13, 4:37 PM"
GAIN,Gladstone Investment fiscal Q4 net income falls on higher expenses,"Mon, May 13, 4:37 PM"
,Source Capital declares $0.25 dividend,"Mon, May 13, 4:36 PM"
IMMR,"Immersion +19% on Samsung settlement, Sony deal","Mon, May 13, 4:34 PM"
,Legg Mason declares $0.40 dividend,"Mon, May 13, 4:33 PM"
STE,"Steris beats by $0.10, beats on revenue","Mon, May 13, 4:33 PM"
PACD,"Pacific Drilling misses by $0.12, misses on revenue","Mon, May 13, 4:32 PM"
DAC,"Danaos beats by $0.29, beats on revenue","Mon, May 13, 4:31 PM"
TME,"Tencent Music Entertainment beats by $0.01, beats on revenue","Mon, May 13, 4:31 PM"
MYOV,Myovant to host conference call to discuss late-stage data on relugolix,"Mon, May 13, 4:29 PM"
CTGO,Contango Ore reports Q3 results,"Mon, May 13, 4:27 PM"
ALJJ,ALJ Regional Holdings reports Q2 results,"Mon, May 13, 4:27 PM"
CRNX,Crinetics Pharmaceuticals reports Q1 results,"Mon, May 13, 4:26 PM"
STNE,StoneCo jumps 13% after Q1 exceeds its expectations,"Mon, May 13, 4:25 PM"
SRNA,Surna reports Q1 results,"Mon, May 13, 4:24 PM"
MIME,"Mimecast reports mixed Q4, in-line guide","Mon, May 13, 4:24 PM"
FIXX,"Homology Medicines misses by $0.11, misses on revenue","Mon, May 13, 4:24 PM"
SSNT,SilverSun Technologies reports Q1 results,"Mon, May 13, 4:23 PM"
EQ,Equillium misses by $0.04,"Mon, May 13, 4:22 PM"
SVCTF,Senvest Capital reports Q1 results,"Mon, May 13, 4:22 PM"
CMCT,CIM Commercial Trust reports Q1 results,"Mon, May 13, 4:21 PM"
ALEC,"Alector misses by $0.15, misses on revenue","Mon, May 13, 4:21 PM"
CCNI,Command Center reports Q1 results,"Mon, May 13, 4:20 PM"
NTN,NTN Buzztime misses on revenue,"Mon, May 13, 4:20 PM"
ZDPY,Zoned Properties reports Q1 results,"Mon, May 13, 4:20 PM"
KELYA,Insider selling at Kelly Services,"Mon, May 13, 4:20 PM"
SLDB,Solid Biosciences misses by $0.21,"Mon, May 13, 4:20 PM"
,Take-Two bookings up 19%; light forward guidance (updated),"Mon, May 13, 4:19 PM"
LM,"Legg Mason beats by $0.16, misses on revenue","Mon, May 13, 4:19 PM"
FTEK,Fuel Tech misses on revenue,"Mon, May 13, 4:19 PM"
,QTS Realty declares $0.44 dividend,"Mon, May 13, 4:18 PM"
SAEX,SAExploration reports Q1 results,"Mon, May 13, 4:18 PM"
ATAI,ATA reports Q1 results,"Mon, May 13, 4:17 PM"
TCRR,TCR2 Therapeutics EPS of -$4.85,"Mon, May 13, 4:17 PM"
,Sterling Bancorp declares $0.01 dividend,"Mon, May 13, 4:17 PM"
RARX,Ra Medical Q1 top line up 80%,"Mon, May 13, 4:17 PM"
IMMR,"Immersion misses by $0.06, misses on revenue","Mon, May 13, 4:17 PM"
MTEM,"Molecular Templates beats by $0.05, beats on revenue","Mon, May 13, 4:16 PM"
FLL,Full House Resorts details bond offering,"Mon, May 13, 4:15 PM"
VTSI,"VirTra beats by $0.02, misses on revenue","Mon, May 13, 4:15 PM"
IDXG,"Interpace Diagnostics misses by $0.04, misses on revenue","Mon, May 13, 4:14 PM"
AITB,AIT Therapeutics files for $100M mixed shelf,"Mon, May 13, 4:14 PM"
USAS,"Americas Silver misses by $0.05, misses on revenue","Mon, May 13, 4:13 PM"
MIME,"Mimecast misses by $0.01, beats on revenue","Mon, May 13, 4:13 PM"
BSQR,BSQUARE reports Q1 results,"Mon, May 13, 4:13 PM"
CRMD,"CorMedix beats by $0.06, beats on revenue","Mon, May 13, 4:12 PM"
IDXG,Interpace Q1 revenue up 25%,"Mon, May 13, 4:12 PM"
GAIN,"Gladstone Investment misses by $0.02, beats on total investment income","Mon, May 13, 4:12 PM"
ARKR,Ark Restaurants reports Q2 results,"Mon, May 13, 4:12 PM"
,"Stocks wilt after China, U.S. dig in their heels","Mon, May 13, 4:11 PM"
STNE,StoneCo reports Q1 results,"Mon, May 13, 4:11 PM"
ICCC,ImmuCell reports Q1 results,"Mon, May 13, 4:10 PM"
KRNT,"Kornit Digital misses by $0.03, beats on revenue","Mon, May 13, 4:10 PM"
LIFE,aTyr Pharma reports Q1 results,"Mon, May 13, 4:09 PM"
SGBX,"SG Blocks beats by $0.02, misses on revenue","Mon, May 13, 4:09 PM"
NVGS,"Navigator Holdings misses by $0.12, beats on revenue","Mon, May 13, 4:08 PM"
TTWO,"Take-Two Interactive Software misses by $0.23, misses on net bookings","Mon, May 13, 4:08 PM"
RMED,"Ra Medical Systems misses by $0.76, beats on revenue","Mon, May 13, 4:07 PM"
ERYP,Erytech Pharma on go with late-stage study of eryaspase in pancreatic cancer,"Mon, May 13, 4:07 PM"
INPX,Inpixon reports Q1 results,"Mon, May 13, 4:07 PM"
INTZ,Intrusion reports Q1 results,"Mon, May 13, 4:06 PM"
DAVE,"Famous Dave's of America misses by $0.03, misses on revenue","Mon, May 13, 4:05 PM"
,Take-Two halted ahead of earnings,"Mon, May 13, 4:04 PM"
FTSV,Forty Seven misses by $0.08,"Mon, May 13, 4:04 PM"
IZEA,"IZEA Worldwide beats by $0.03, beats on revenue","Mon, May 13, 4:03 PM"
AVNW,Aviat Networks reports Q3 results,"Mon, May 13, 4:02 PM"
CAPR,"Capricor Therapeutics beats by $0.03, misses on revenue","Mon, May 13, 4:01 PM"
,Averages tanks as trade war intensify,"Mon, May 13, 4:00 PM"
,Motorola Solutions declares $0.57 dividend,"Mon, May 13, 3:56 PM"
,Intelsat +3.9% as senators urge quick deployment of mid-band spectrum,"Mon, May 13, 3:53 PM"
ELSE,Electro-Sensors reports Q1 results,"Mon, May 13, 3:51 PM"
NAV,Navistar +3% with Volkswagen trucking IPO back on,"Mon, May 13, 3:51 PM"
BADFF,Badger Daylighting declares CAD 0.0475 dividend,"Mon, May 13, 3:46 PM"
,Stocks return to near session lows,"Mon, May 13, 3:44 PM"
AVP,Avon volatile again amid Natura talk,"Mon, May 13, 3:41 PM"
XNET,Xunlei sees quarterly improvement in Q1 results,"Mon, May 13, 3:34 PM"
,"Trade-war escalation will boost U.S. inflation, Goldman says","Mon, May 13, 3:29 PM"
HPQ,Autonomy CFO gets five years in HP fraud,"Mon, May 13, 3:18 PM"
VWAGY,Spotlight on Volkswagen ahead of annual meeting,"Mon, May 13, 3:18 PM"
PCG,PG&E Corp. active on San Francisco purchase report,"Mon, May 13, 3:13 PM"
GLD,Slumbering gold wakes up as markets sink,"Mon, May 13, 3:10 PM"
SVBI,Severn Bancorp reports Q1 results,"Mon, May 13, 3:09 PM"
PBR,Petrobras not planning additional refining divestiture: letter,"Mon, May 13, 3:06 PM"
CSCO,Researchers report key weaknesses in ubiquitous Cisco router,"Mon, May 13, 3:04 PM"
,On the hour,"Mon, May 13, 3:00 PM"
,Trump says no decision yet on tariffs on $325B Chinese goods,"Mon, May 13, 2:57 PM"
,WarnerMedia to debut some new episodes on streaming before cable - report,"Mon, May 13, 2:57 PM"
,Tariffs escalation rocks apparel sector,"Mon, May 13, 2:54 PM"
,"UBER, RIOT and MAXR among notable tech movers","Mon, May 13, 2:45 PM"
JMIA,Stifel becomes Jumia's first bull,"Mon, May 13, 2:41 PM"
CPPKF,CopperBank arranges convertible debenture,"Mon, May 13, 2:35 PM"
RGST,NX Uranium announced name change to Rogue Station Companies,"Mon, May 13, 2:28 PM"
DXC,DXC still sees June closing for Luxoft,"Mon, May 13, 2:28 PM"
FMBI,First Midwest Bancorp completes acquisition of Bridgeview Bank,"Mon, May 13, 2:22 PM"
ADT,DIY trend seen dinging ADT's sales,"Mon, May 13, 2:16 PM"
BRDCY,Bridgestone reports Q1 results,"Mon, May 13, 2:16 PM"
NORZF,NorZinc reports Q1 results,"Mon, May 13, 2:08 PM"
,Alamos Gold and Gold Resource among Energy/Materials gainers; FutureFuel and  Ciner Resources among losers,"Mon, May 13, 2:02 PM"
,On the hour,"Mon, May 13, 2:00 PM"
DSNKY,FDA Ad Com tomorrow for two Daiichi applications,"Mon, May 13, 1:53 PM"
HNHAF,Foxconn eyes Liu Young as Gou successor - Reuters,"Mon, May 13, 1:50 PM"
,"U.S. consumers lowered inflation expectations in April, NY Fed says","Mon, May 13, 1:43 PM"
ELFGF,Total Gabon reports Q1 results,"Mon, May 13, 1:42 PM"
PNNT,PennantPark Investment bull throws in the towel,"Mon, May 13, 1:36 PM"
TLT,Bonds and utilities in the green as major averages plunge,"Mon, May 13, 1:30 PM"
UBER,"Uber CEO warns of ""tough"" market ahead","Mon, May 13, 1:28 PM"
MCD,McDonald's aims to improve efficiency through data,"Mon, May 13, 1:26 PM"
NNA,Navios Maritime Q1 meets expectations - Mintzmyer,"Mon, May 13, 1:18 PM"
,Vodafone selling New Zealand unit to private equity,"Mon, May 13, 1:18 PM"
,Kingstone Companies and U.S. Global Investors only financial gainers; CIFS leads losers,"Mon, May 13, 1:12 PM"
,Apple pushes into subscription TV with Channels launch,"Mon, May 13, 1:10 PM"
SK,Slack direct listing coming June 20,"Mon, May 13, 1:07 PM"
CPA,BAML positive on Copa Holdings,"Mon, May 13, 1:03 PM"
SOYB,Beans hit lowest price since financial crisis,"Mon, May 13, 1:03 PM"
BKCYF,Bank Cyprus reports Q1 results,"Mon, May 13, 1:02 PM"
MAXR,Maxar moves to protect tax benefits with rights dividend,"Mon, May 13, 1:01 PM"
,Ocean Power Technologies and Hydrogenics in industrial gainers; Hovnanian Enterprises among the losers,"Mon, May 13, 1:00 PM"
,On the hour,"Mon, May 13, 1:00 PM"
EVI,EVI industries acquires Professional Laundry Systems and affiliates,"Mon, May 13, 12:56 PM"
FNMA,"Frannie privatization unlikely, says Sherrod Brown - FT","Mon, May 13, 12:55 PM"
RNFTF,Rosneft Oil reports Q1 results,"Mon, May 13, 12:52 PM"
,Microcaps dominate midday movers,"Mon, May 13, 12:47 PM"
ABMD,FDA OKs expanded label for Abiomed's Impella heart pump,"Mon, May 13, 12:44 PM"
GOGO,Pilatus chooses light Gogo solution for its turboprops,"Mon, May 13, 12:39 PM"
GS,Goldman applies for banking license in Japan - FT,"Mon, May 13, 12:38 PM"
NFLX,The Office could change its streaming home,"Mon, May 13, 12:38 PM"
SRC,"Triple-net, health-care REITs sit out the plunge","Mon, May 13, 12:28 PM"
PTSI,P.A.M. Transportation pops after setting tender offer,"Mon, May 13, 12:26 PM"
,Sands China to open new European-themed property,"Mon, May 13, 12:25 PM"
,Zillow launches Offers in Minnesota's twin cities,"Mon, May 13, 12:14 PM"
PTSI,P.A.M. Transportation Service to purchase up to 200K shares,"Mon, May 13, 12:14 PM"
MACE,Mace Security International reports Q1 results,"Mon, May 13, 12:12 PM"
XLF,Banks not spared in trade war-related selloff,"Mon, May 13, 12:10 PM"
,U.S.-China trade war batters stocks,"Mon, May 13, 12:08 PM"
DBD,Diebold Nixdorf completes merger squeeze-out of German public subsidiary,"Mon, May 13, 12:03 PM"
,Dean Foods leads consumer gainers; Amira Nature Foods tops the losers,"Mon, May 13, 12:00 PM"
,On the hour,"Mon, May 13, 12:00 PM"
BAK,Braskem to be delisted from NYSE,"Mon, May 13, 11:55 AM"
UBMRF,Urbanimmersive appointments Simon Bédard as CFO,"Mon, May 13, 11:51 AM"
MEEC,Midwest Energy Emissions secures multi-year contract renewal,"Mon, May 13, 11:46 AM"
GPRO,GoPro plays tariff defense,"Mon, May 13, 11:46 AM"
,TV networks make inroads to addressable advertising,"Mon, May 13, 11:41 AM"
AVNW,Aviat receives orders from a top-5 U.S. wireless carrier,"Mon, May 13, 11:40 AM"
DPW,DPW Holdings +24% as it plans to issue $50M of notes,"Mon, May 13, 11:39 AM"
,Boot Barn -12% after Pivotal cut,"Mon, May 13, 11:38 AM"
CCC,Churchill Capital completes merger with Clarivate Analytics,"Mon, May 13, 11:30 AM"
,JBT  declares $0.10 dividend,"Mon, May 13, 11:24 AM"
PDM,"Piedmont Office pays $95.1M for building, parcel in NW Atlanta","Mon, May 13, 11:23 AM"
PEGA,Pegasystems acquires In The Chat,"Mon, May 13, 11:22 AM"
MDR,McDermott secures polypropylene technology contract in India,"Mon, May 13, 11:22 AM"
JMIA,Citron tweets about Jumia fraud (again),"Mon, May 13, 11:16 AM"
TRQ,Shareholder revolt puts spotlight on Rio’s Oyu Tolgoi mine - FT,"Mon, May 13, 11:15 AM"
EYEG,EyeGate files for $50M mixed shelf,"Mon, May 13, 11:15 AM"
,Kashkari sees U.S. holding upper hand in China trade fight - CNBC,"Mon, May 13, 11:14 AM"
BRKR,Bruker to develop 18 T UHF MRI system,"Mon, May 13, 11:11 AM"
,WestJet deal not seen closing until next year,"Mon, May 13, 11:09 AM"
KVHI,KVH Industries sells Videotel for $90M,"Mon, May 13, 11:06 AM"
TDCB,Third Century Bancorp reports Q1 results,"Mon, May 13, 11:06 AM"
BTG,B2Gold's Fekola mine gold production to increase to 5M ounces after $50M expansion,"Mon, May 13, 11:03 AM"
,Cellectar Biosciences only healthcare gainer; INSYS Therapeutics leads the losers,"Mon, May 13, 11:02 AM"
SNN,Smith & Nephew launches new ablation handpiece in U.S.,"Mon, May 13, 11:01 AM"
,On the hour,"Mon, May 13, 11:00 AM"
XOM,ExxonMobil doubles capacity at elastomers plant,"Mon, May 13, 10:55 AM"
PRFT,Perficient reaches definitive agreement to acquire Sundog Interactive,"Mon, May 13, 10:52 AM"
CTST,CannTrust advances cannabis distribution in Quebec,"Mon, May 13, 10:52 AM"
ZM,Zoom scoops up three new bulls,"Mon, May 13, 10:49 AM"
,Nuveen declares monthly distribution on closed-end funds (Other States),"Mon, May 13, 10:49 AM"
CBOE,Cboe gets 16 more Barclays iPath ETNs on Listings Marketplace,"Mon, May 13, 10:48 AM"
GBTC,Microsoft project adds more fuel to crypto rally,"Mon, May 13, 10:48 AM"
,Nuveen monthly dividend funds goes ex-dividend tomorrow,"Mon, May 13, 10:48 AM"
,Nuveen monthly dividend funds goes ex-dividend tomorrow (California & New York),"Mon, May 13, 10:47 AM"
,Nuveen monthly dividend funds goes ex-dividend tomorrow,"Mon, May 13, 10:46 AM"
,Nuveen monthly dividend funds goes ex-dividend tomorrow (National),"Mon, May 13, 10:45 AM"
,Nuveen monthly dividend funds goes ex-dividend tomorrow (National),"Mon, May 13, 10:44 AM"
HMPQ,HempAmericana commences CBD production at Maine site; shares ahead 48%,"Mon, May 13, 10:43 AM"
HMC,Honda to shutter U.K. plant,"Mon, May 13, 10:39 AM"
PINS,Pinterest gains a bull in initiation flurry,"Mon, May 13, 10:39 AM"
CPLP,Capital Product Partners Q1 net income rises Y/Y,"Mon, May 13, 10:37 AM"
CNHI,Rough session for construction machinery names,"Mon, May 13, 10:34 AM"
PYCFF,Mount Logan Capital reports Q1 results,"Mon, May 13, 10:29 AM"
T,"AT&T, union in tentative deal over call center workers","Mon, May 13, 10:28 AM"
AAME,Atlantic American&nbsp; reports Q1 results,"Mon, May 13, 10:27 AM"
MKC,McCormick on watch after short recommendation,"Mon, May 13, 10:21 AM"
CEL,Cellcom +2.3% on deal to distribute Netflix in Israel,"Mon, May 13, 10:20 AM"
,ServiceNow acquires mobile analytics assets,"Mon, May 13, 10:18 AM"
,"Tariff pain for planes, trains and automobiles","Mon, May 13, 10:16 AM"
HSIC,Pacific Square bearish on Schein after Q1 results; shares down 3%,"Mon, May 13, 10:16 AM"
BA,Boeing 'confident' U.S.-China will ink trade deal,"Mon, May 13, 10:16 AM"
HPJ,More on Highpower International's Q1 results; shares -4%,"Mon, May 13, 10:14 AM"
,Supreme Court rules against Apple in App Store case; shares -5.6%,"Mon, May 13, 10:10 AM"
MCC,NexPoint launches Medley Capital proxy fight,"Mon, May 13, 10:06 AM"
POFNF,Power Financial declares CAD 0.4555 dividend,"Mon, May 13, 10:06 AM"
AQUSF,aqualis join forces with Braemar Technical Services,"Mon, May 13, 10:01 AM"
EARS,Auris Medical down 15% on equity offering,"Mon, May 13, 10:00 AM"
,On the hour,"Mon, May 13, 10:00 AM"
VODAF,Vodacom Group Limited reports FY results,"Mon, May 13, 9:58 AM"
WING,Piper Jaffray sees Wingstop running to new high,"Mon, May 13, 9:58 AM"
VOD,Vodafone -6.5% on report heavy dividend cut is nigh,"Mon, May 13, 9:55 AM"
WEN,Wendy's seen as 'compelling' opportunity,"Mon, May 13, 9:53 AM"
BLBD,Girardin to acquire Blue Bird dealership,"Mon, May 13, 9:47 AM"
QSR,Restaurant Brands -2% after Longbow cut,"Mon, May 13, 9:43 AM"
,U.S. stocks dive as China fights back,"Mon, May 13, 9:42 AM"
CLRB,Cellectar's CLR 131 Fast Track'd for multiple myeloma; shares up 6%,"Mon, May 13, 9:41 AM"
KTOS,Kratos receives $16.4M in orders,"Mon, May 13, 9:41 AM"
IRS,IRSA Inversiones Y Representaciones reports 9M results,"Mon, May 13, 9:40 AM"
BFR,BBVA Banco Francés goes ex-dividend tomorrow,"Mon, May 13, 9:35 AM"
MTBCP,Medical Transcription Billing Corp 11 % Cum Red Perp Pfd Shs Series A declares $0.2292 dividend,"Mon, May 13, 9:32 AM"
,At the open (5/13/2019),"Mon, May 13, 9:31 AM"
EQNR,Equinor increases its stake in Caesar Tonga,"Mon, May 13, 9:30 AM"
ONTX,Onconova up 11% premarket on rigosertib deal in China,"Mon, May 13, 9:28 AM"
POFNF,Power Financial reports Q1 results,"Mon, May 13, 9:28 AM"
HLLOF,Holloway Lodging reports Q1 results,"Mon, May 13, 9:28 AM"
SHOP,Guggenheim takes a breather on Shopify,"Mon, May 13, 9:27 AM"
AMEH,"Apollo Medical misses by $0.05, misses on revenue","Mon, May 13, 9:26 AM"
HLLOF,Holloway Lodging declares CAD 0.035 dividend,"Mon, May 13, 9:23 AM"
AMZN,Amazon rolling out packing automation - Reuters,"Mon, May 13, 9:22 AM"
FCEL,FuelCell adds new fuel cell park to portfolio,"Mon, May 13, 9:21 AM"
,"TEVA, UBER and MT among premarket losers","Mon, May 13, 9:21 AM"
,"OPTT, MARA among premarket gainers","Mon, May 13, 9:19 AM"
BFST,Business First Bancshares goes ex-dividend tomorrow,"Mon, May 13, 9:18 AM"
GE,Industrials hit as trade war heats up,"Mon, May 13, 9:17 AM"
RIOT,Riot Blockchain reports Q1 results,"Mon, May 13, 9:14 AM"
,Mohawk Group to go public,"Mon, May 13, 9:14 AM"
TSBK,Timberland Bancorp goes ex-dividend tomorrow,"Mon, May 13, 9:13 AM"
IVZ,Invesco cut to Sell at UBS; shares down 1.7%,"Mon, May 13, 9:11 AM"
EDN,Empresa Distribuidora y Comercializadora Norte Sociedad Anónima reports Q1 results,"Mon, May 13, 9:10 AM"
INTC,Intel -2.6% as RBC comes out bearish,"Mon, May 13, 9:10 AM"
AMMX,AmeraMex reports Q1 results,"Mon, May 13, 9:09 AM"
KIQ,Kelso Tech reports Q1 results,"Mon, May 13, 9:08 AM"
MAG,MAG Silver EPS in-line,"Mon, May 13, 9:08 AM"
LM,Legg Mason April AUM rises 1.3% M/M,"Mon, May 13, 9:07 AM"
ENG,ENGlobal reports Q1 results,"Mon, May 13, 9:05 AM"
SLCA,U.S. Silica Holdings declares $0.0625 dividend,"Mon, May 13, 9:05 AM"
FLMP,Flame Seal Products&nbsp; reports Q1 results,"Mon, May 13, 9:05 AM"
YCBD,CbdMD prices stock offering at $6; shares down 11% premarket,"Mon, May 13, 9:03 AM"
GRTS,"Gritstone Oncology beats by $0.04, misses on revenue","Mon, May 13, 9:03 AM"
HEWA,HealthWarehouse.com reports Q1 results,"Mon, May 13, 9:02 AM"
CCOM,CCOM Group reports Q1 results,"Mon, May 13, 9:01 AM"
,On the hour,"Mon, May 13, 9:00 AM"
